feature,RandomForest_mean_importance,RandomForest_selection_freq,LogisticL1_mean_importance,LogisticL1_selection_freq,LogisticElasticNet_mean_importance,LogisticElasticNet_selection_freq,overall_mean_importance,overall_selection_freq,selected_by_n_models
"32_Diazene, dimethyl-_5.2911",0.0019432704531527505,1.0,0.40917130867351065,0.6,0.17804942689196146,0.8,0.232582228756924,0.8,3
654_2-Methyltetracosane_24.8949,0.003098489484120685,1.0,0.2879441914598971,0.6,0.14894172179027806,0.8,0.22457734950257588,0.8,3
209_Phenylethyne_9.1203,0.0022229513029106687,1.0,0.40954965151557077,0.4,0.14175505890259374,1.0,0.2232935949354761,0.8,3
67_unknown_6.3642,0.0016872496914134157,1.0,0.3887529942241757,0.6,0.16437644255416906,0.8,0.21412715628788748,0.8,3
66_2-Butanone_6.3509,0.0011389906951305563,1.0,0.4106816823317676,0.6,0.17775393221989236,0.8,0.20974260810120007,0.8,3
486_Hexadecane_16.0176,0.0020143810460109537,1.0,0.34729414834752964,0.6,0.14812615535082602,0.8,0.20642797509130148,0.8,3
474_Triacontane_15.7371,0.0012360013795646929,1.0,0.376181874054315,0.6,0.17266930811354497,0.8,0.2023589266209543,0.8,3
395_unknown_13.363,0.0012934602870478084,1.0,0.31495250540862724,0.8,0.18046888905303204,0.6,0.19402700323128827,0.8,3
193_unknown_8.8646,0.002009899098469048,1.0,0.27742569050647065,0.6,0.15272877734390733,0.8,0.19285578131788084,0.8,3
"243_Benzene, propyl-_9.8192",0.0012518576334975026,1.0,0.3843562406788222,0.6,0.14509310712006546,0.8,0.19143560922784938,0.8,3
165_unknown_8.3148,0.0023036751961849735,1.0,0.11099683638267599,0.6,0.06311906650614285,0.8,0.12107460002830113,0.8,3
312_unknown_11.1553,0.0018889891129928236,1.0,0.7133594908620821,0.6,0.5634669585978678,0.6,0.483761078094237,0.7333333333333333,3
240_unknown_9.7359,0.005886884075426697,1.0,0.4758471047727615,0.4,0.21592359540069875,0.8,0.3786101395046702,0.7333333333333333,3
177_unknown_8.497,0.006137043315556082,1.0,0.3411734920891743,0.4,0.22422929067507427,0.8,0.3595907772177897,0.7333333333333333,3
288_unknown_10.615,0.0030967170596034738,1.0,0.5111161845205546,0.6,0.31810797323752577,0.6,0.35553636265926913,0.7333333333333333,3
326_unknown_11.5875,0.0030869885275994916,1.0,0.45928235214762303,0.6,0.27218592730977537,0.6,0.3216530942943891,0.7333333333333333,3
"197_1-Hexanol, 3,5,5-trimethyl-_8.9006",0.0061986234506596445,1.0,0.3559618031178222,0.4,0.1101351627438474,0.8,0.31001858657950554,0.7333333333333333,3
145_unknown_7.8119,0.0029364588525957343,1.0,0.42636767200079084,0.4,0.2706006676290498,0.8,0.30921042908372137,0.7333333333333333,3
"567_Benzoic acid, 4-hydroxy-3-nitro-, (2-benzoylamino)ethyl ester_19.3885",0.0007830687410283306,1.0,0.7273860011654283,0.4,0.25255071688721575,0.8,0.30630580865172624,0.7333333333333333,3
72_Tetrahydrofuran_6.5022,0.004008202467754859,1.0,0.40067344645868824,0.6,0.2060131322209234,0.6,0.30321710668082474,0.7333333333333333,3
"22_Butane, 2-methyl-_4.9048",0.0023658502326652487,1.0,0.5041246668612472,0.4,0.2332918224079876,0.8,0.2924121093098057,0.7333333333333333,3
690_Triacontane_27.6883,0.0026876849901182635,1.0,0.5380459487217321,0.4,0.1896059635960494,0.8,0.28830309909024,0.7333333333333333,3
502_unknown_16.5999,0.0024641532281091012,1.0,0.5329886182650931,0.4,0.18182046094444185,0.8,0.27703891519913687,0.7333333333333333,3
514_Nonadecane_17.0179,0.00437404789826497,1.0,0.35840200855660387,0.4,0.12423204783223132,0.8,0.265057249463824,0.7333333333333333,3
459_unknown_15.3195,0.0020021184628496455,1.0,0.5245197910452822,0.6,0.17089776800028977,0.6,0.25667677322736,0.7333333333333333,3
579_Dotriacontane_19.8186,0.002620368607054069,1.0,0.3482075020079181,0.6,0.21001285369859954,0.6,0.25363148088561466,0.7333333333333333,3
107_Morpholine-4-sulfonyl chloride_7.1981,0.0026443846355445272,1.0,0.3649923365602813,0.4,0.19305539297554672,0.8,0.24995645287092547,0.7333333333333333,3
650_Heneicosane_24.7337,0.0031857022665356767,1.0,0.34319414942278004,0.4,0.1506323908421017,0.8,0.24025937218306725,0.7333333333333333,3
450_unknown_15.05,0.0005174370544969334,1.0,0.34872656820655745,0.6,0.30312812723217486,0.6,0.2381148744061433,0.7333333333333333,3
126_unknown_7.4447,0.0008364090456016821,1.0,0.42244649575542126,0.4,0.2451143005582946,0.8,0.2359748021843325,0.7333333333333333,3
"399_Oxirane, tetradecyl-_13.4507",0.0027331624359241634,1.0,0.3453545299765257,0.4,0.1671085443438069,0.8,0.23567312835825302,0.7333333333333333,3
"190_Benzene, chloro-_8.8019",0.003665609222780077,1.0,0.16966941095406363,0.6,0.1781246677075439,0.6,0.228308925864757,0.7333333333333333,3
344_Tridecane_12.0025,0.0006969040832975158,1.0,0.3367998541265586,0.6,0.25525968842524355,0.6,0.21765626725074605,0.7333333333333333,3
325_unknown_11.5756,0.0038668733730625993,1.0,0.22695410678325065,0.4,0.10852660817692009,0.8,0.21356791488254934,0.7333333333333333,3
641_Tetracosane_24.2154,0.003553419444970684,1.0,0.2563663647854078,0.4,0.08017417356830496,0.8,0.1975972506149861,0.7333333333333333,3
26_1-Butanamine_5.0131,0.0014836048316435777,1.0,0.3595991500446233,0.4,0.14722381762875925,0.8,0.19354910310217743,0.7333333333333333,3
298_unknown_10.8875,0.001777327525746138,1.0,0.1590203347314091,0.8,0.22015637578047997,0.4,0.19197136154250152,0.7333333333333333,3
35_Acetone_5.3805,0.0009898788259756265,1.0,0.3799182874125482,0.4,0.16293093100923783,0.8,0.19148184083486341,0.7333333333333333,3
"182_Hexane, 2,3,5-trimethyl-_8.5953",0.001483920627076825,1.0,0.26128107267147,0.6,0.16339033236911324,0.6,0.17928130172588982,0.7333333333333333,3
581_unknown_19.9136,0.002779367427354985,1.0,0.131319858800727,0.6,0.1422715513496976,0.6,0.1771631783547801,0.7333333333333333,3
"104_2-Propanol, 1-methoxy-_7.1329",0.0005294451515410801,1.0,0.2743840970895289,0.6,0.20933922893347248,0.6,0.1768859876722906,0.7333333333333333,3
"117_Propane, 1-(methylthio)-_7.3348",0.0026854461359165274,1.0,0.2173540361054682,0.6,0.09738074056234186,0.6,0.17224051264557494,0.7333333333333333,3
"470_1-Octanol, 2-butyl-_15.6424",0.0015522727255279313,1.0,0.20296432896019853,0.6,0.16143316795497983,0.6,0.16724049489970458,0.7333333333333333,3
277_Pentadecane_10.358,0.0026783870257704443,1.0,0.1159846317045397,0.6,0.1302232718579443,0.6,0.16506545123915875,0.7333333333333333,3
194_Ethylbenzene_8.8717,0.001184323476015423,1.0,0.17228052988530623,0.8,0.18239176886747424,0.4,0.15986801643962897,0.7333333333333333,3
70_2-Butanol_6.4359,0.0014826188350721555,1.0,0.23357941245695313,0.4,0.1321090078618821,0.8,0.158056770864019,0.7333333333333333,3
"143_Disulfide, dimethyl_7.751",0.0017618346290408885,1.0,0.23466950163118275,0.6,0.10130212905300363,0.6,0.15154258960593447,0.7333333333333333,3
45_unknown_5.8346,0.0014282562366138413,1.0,0.22835998050836515,0.4,0.10734991982780961,0.8,0.1434717593015584,0.7333333333333333,3
"123_3,5-Dithiahexanol 5,5-dioxide_7.4006",0.0014968052656143195,1.0,0.2562331374693764,0.4,0.06747754393580357,0.8,0.13258004902509246,0.7333333333333333,3
377_unknown_12.7595,0.0011136451493336242,1.0,0.18660338983311495,0.6,0.10858415634553853,0.6,0.12569958974003356,0.7333333333333333,3
558_unknown_18.9524,0.0008101723562789094,1.0,0.08889966372944712,0.6,0.13357336707464054,0.6,0.10709404296213038,0.7333333333333333,3
272_?-Terpinene_10.2667,0.0013432094055053168,1.0,0.15924938666645128,0.4,0.05864633665998097,0.8,0.10222946759512745,0.7333333333333333,3
75_Trichloromethane_6.5424,0.0010613646685760307,1.0,0.12523323361011104,0.4,0.07015068028879122,0.8,0.09204852869933279,0.7333333333333333,3
54_1-Propanol_6.0845,0.008763123432202816,1.0,0.2579632618613852,0.4,0.25018642019826937,0.6,0.42860384763089215,0.6666666666666666,3
"217_Octane, 3,5-dimethyl-_9.2557",0.00417396758167232,1.0,0.6407913576858124,0.4,0.32265214279154086,0.6,0.41761095067167897,0.6666666666666666,3
93_unknown_6.9802,0.007651432186999133,1.0,0.2769109582327818,0.6,0.21452857609139603,0.4,0.3839270536107167,0.6666666666666666,3
407_Pentadecane_13.7447,0.007120048188166435,1.0,0.3398045609457784,0.4,0.20190789593433345,0.6,0.3767482632658643,0.6666666666666666,3
38_Methylene chloride_5.6244,0.002702941729775493,1.0,0.4778375865529194,0.4,0.296403735992736,0.6,0.32640862994991177,0.6666666666666666,3
215_o-Xylene_9.2301,0.0028364790545562252,1.0,0.5011273267485676,0.4,0.2385978539246103,0.6,0.30776210624274203,0.6666666666666666,3
345_Pentadecane_12.0554,0.001973556515512237,1.0,0.37097151113961346,0.6,0.3442474797982511,0.4,0.3044986461480541,0.6666666666666666,3
"63_1,1-Dimethoxy-2-phenylpropane_6.2893",0.001414603232247209,1.0,0.47483104334856246,0.4,0.30496979037334015,0.6,0.2929372908937658,0.6666666666666666,3
"167_Heptane, 2,4-dimethyl-_8.341",0.0033136171336889965,1.0,0.25504652527336263,0.6,0.287767976671831,0.4,0.28986517821929353,0.6666666666666666,3
643_Nonacosane_24.3439,0.002605425187131373,1.0,0.4780012088550096,0.4,0.20563747998965257,0.6,0.2801775224543372,0.6666666666666666,3
"411_Hexadecane, 2,6,10,14-tetramethyl-_13.8054",0.004862524260056834,1.0,0.25767599802295627,0.4,0.1458490013177981,0.6,0.2668427692857805,0.6666666666666666,3
"328_Undecane, 2-methyl-_11.6562",0.005541829466764231,1.0,0.21746755457960346,0.4,0.120197031415478,0.6,0.265007522376412,0.6666666666666666,3
640_Triacontane_24.0573,0.005101230499155433,1.0,0.28409723121386676,0.4,0.1096550647269748,0.6,0.2622614309376256,0.6666666666666666,3
"572_Naphthalene, 1-phenyl-_19.5532",0.001991339978342436,1.0,0.5102034629710566,0.4,0.18870943115131977,0.6,0.2616929630941458,0.6666666666666666,3
115_unknown_7.3262,0.0023756158253659667,1.0,0.33841146916995435,0.4,0.23727453131471163,0.6,0.25748484092340135,0.6666666666666666,3
"449_1,9-Dichlorononane_15.0464",0.005279750601003138,1.0,0.23201938076225703,0.4,0.10911653563622574,0.6,0.25545288783443615,0.6666666666666666,3
"357_Dodecane, 2,6,11-trimethyl-_12.3493",0.0031582932229444133,1.0,0.3809761047381397,0.4,0.1505496454919567,0.6,0.247896663412573,0.6666666666666666,3
"575_Benzenesulfonamide, N-butyl-_19.6719",0.0021605264257113744,1.0,0.3195218941278668,0.4,0.2332931438738796,0.6,0.24518654522535235,0.6666666666666666,3
526_unknown_17.4839,0.0014977662300659864,1.0,0.41957970660826577,0.4,0.22084465200046857,0.6,0.2426509461516031,0.6666666666666666,3
476_Coumarin_15.829,0.0017397266603166174,1.0,0.3177294607366639,0.6,0.25089478167648044,0.4,0.24116317799246387,0.6666666666666666,3
462_unknown_15.351,0.004265105198458248,1.0,0.35483050351233925,0.4,0.08004923733506661,0.6,0.2399745714391296,0.6666666666666666,3
367_Decanal_12.5039,0.0017134423324459361,1.0,0.240923973120036,0.6,0.28498281506170087,0.4,0.23953557804327116,0.6666666666666666,3
342_unknown_11.9445,0.0023545202608766156,1.0,0.15322938197066718,0.6,0.2830311608265496,0.4,0.23732183146780672,0.6666666666666666,3
587_unknown_20.2028,0.0011082841887061076,1.0,0.3350068494257023,0.4,0.27110141724832176,0.6,0.23662530608677698,0.6666666666666666,3
360_unknown_12.3767,0.0015099587457569408,1.0,0.38283732376340157,0.4,0.20009627833215302,0.6,0.2248330902779386,0.6666666666666666,3
531_Amberonne (isomer 3)_17.7068,0.0011862462228276224,1.0,0.574963578632164,0.4,0.1265839268194142,0.6,0.22338104048082316,0.6666666666666666,3
"394_Cyclohexene, 4-methyl-1-(1-methylethyl)-_13.3461",0.002469458104633008,1.0,0.32989122762430706,0.4,0.15629599443196485,0.6,0.21947782286797332,0.6666666666666666,3
447_Heneicosane_14.9824,0.0018263448640242004,1.0,0.3978783869378691,0.4,0.1613617492943564,0.6,0.2187109959856004,0.6666666666666666,3
36_1.2-diacetylhydrazine_5.5048,0.0012990332944807011,1.0,0.36516550486903765,0.4,0.20667719788186378,0.6,0.21798586756605834,0.6666666666666666,3
61_Butanal_6.273,0.0027235195699706074,1.0,0.2625106969598761,0.4,0.16771399336243067,0.6,0.2171324935434188,0.6666666666666666,3
7_2-Aminoethyl hydrogen sulfate_4.5467,0.0010735888061508755,1.0,0.403344612331068,0.4,0.20018022403103938,0.6,0.21696768471428793,0.6666666666666666,3
205_Benz(a)anthracene-7-carbonitrile_9.0677,0.0019556992773910363,1.0,0.36847165249904656,0.4,0.15853046514369498,0.6,0.21447369158759177,0.6666666666666666,3
426_Heneicosane_14.1495,0.004605105632411495,1.0,0.17347625662042737,0.4,0.0900076286881382,0.6,0.21386505240315914,0.6666666666666666,3
"105_Furan, 2-methyl-_7.1676",0.0024632752350914476,1.0,0.3420597997645041,0.4,0.13707514997177592,0.6,0.2128198306897557,0.6666666666666666,3
412_unknown_13.8129,0.0035883344201558904,1.0,0.20011240076770864,0.4,0.12362310712716919,0.6,0.2068090619288466,0.6666666666666666,3
"119_2-Butenoic acid, methyl ester, (E)-_7.3504",0.002317224225002684,1.0,0.3882855606286568,0.4,0.10859959218306857,0.6,0.20535068641760756,0.6666666666666666,3
"499_Nonane, 2,2,4,4,6,8,8-heptamethyl-_16.5161",0.0033567337682083786,1.0,0.2686100182981491,0.4,0.09567550856482461,0.6,0.20213066565449658,0.6666666666666666,3
612_unknown_21.7257,0.0010633386418620622,1.0,0.40165852113243017,0.4,0.17020531493534993,0.6,0.20193926777736584,0.6666666666666666,3
461_Tricosane_15.3441,0.0027849417994654834,1.0,0.29269332922690716,0.4,0.11521663383032395,0.6,0.20050686933898945,0.6666666666666666,3
516_unknown_17.0756,0.0009383796826043494,1.0,0.1827563043303175,0.6,0.2690892319651523,0.4,0.196695702965585,0.6666666666666666,3
489_unknown_16.1033,0.001768054183652688,1.0,0.17389288685539853,0.6,0.22292892106524032,0.4,0.19636471707896316,0.6666666666666666,3
65_unknown_6.3205,0.0012635896641003696,1.0,0.33882129530147526,0.4,0.17311786973539642,0.6,0.19499636089185,0.6666666666666666,3
116_unknown_7.33,0.002661034156208223,1.0,0.2332975090748846,0.4,0.13357601555601137,0.6,0.19244873022714126,0.6666666666666666,3
"62_Cyclobutanol, 3-ethyl-, acetate_6.2793",0.0012659717461108331,1.0,0.33793912738749243,0.4,0.1629252875212379,0.6,0.18998503059218294,0.6666666666666666,3
534_Nonacosane_17.8899,0.0021383442417595992,1.0,0.26158869571745796,0.4,0.13933359892825076,0.6,0.18657180295723216,0.6666666666666666,3
97_unknown_7.0269,0.002465689508233751,1.0,0.21289886910336792,0.4,0.14245292398895146,0.6,0.18653677213155043,0.6666666666666666,3
346_unknown_12.0612,0.0027486215606795494,1.0,0.19289006618229082,0.4,0.13137615451269177,0.6,0.18485374511017835,0.6666666666666666,3
680_Heneicosane_26.9008,0.001836032290907123,1.0,0.2583206834235181,0.4,0.15080501072767322,0.6,0.1826754889445857,0.6666666666666666,3
509_Diethyl Phthalate_16.8352,0.0010149643156873362,1.0,0.3072789650269957,0.4,0.16266880980144016,0.6,0.17580585225368647,0.6666666666666666,3
539_Nonacosane_18.2273,0.0011534452312321217,1.0,0.4219643925756996,0.4,0.0850967192263747,0.6,0.16830321172328502,0.6666666666666666,3
432_Tetracosane_14.3884,0.0023582074327863876,1.0,0.22248816358496193,0.4,0.1018087587079982,0.6,0.1661384569568062,0.6666666666666666,3
"73_Benzene, 1,2-difluoro-4-(trifluoromethyl)-_6.515",0.0013086589841573664,1.0,0.23317815678510145,0.4,0.15901394634687208,0.6,0.16587106654940986,0.6666666666666666,3
"121_Acetic acid, hydroxy-, ethyl ester_7.3845",0.0014443522704730032,1.0,0.2800328716672029,0.4,0.12624749232697344,0.6,0.16455734526155452,0.6666666666666666,3
464_Dimethyl phthalate_15.4482,0.0014746105843091895,1.0,0.2830455169615357,0.4,0.12147828580983573,0.6,0.16381442417131897,0.6666666666666666,3
616_unknown_22.2114,0.0013362256644679322,1.0,0.23247434933019806,0.4,0.15331864033680845,0.6,0.16377510409031668,0.6666666666666666,3
76_unknown_6.5482,0.001128940850569388,1.0,0.17416349500546324,0.6,0.18814790742321433,0.4,0.16146050005093426,0.6666666666666666,3
128_unknown_7.4653,0.0025140191153542315,1.0,0.17380816427925722,0.4,0.10438769898610424,0.6,0.16093369318998477,0.6666666666666666,3
403_unknown_13.6104,0.0017780465014525456,1.0,0.2566511618677002,0.4,0.10483696182125485,0.6,0.15862323278749824,0.6666666666666666,3
195_unknown_8.8802,0.0007311769140947985,1.0,0.27088349134610823,0.4,0.15244473728856947,0.6,0.1546290343881824,0.6666666666666666,3
84_Carbon Tetrachloride_6.734,0.0019883319112634626,1.0,0.14706505846227713,0.4,0.1337473255772225,0.6,0.1539497125288771,0.6666666666666666,3
385_Tetracosane_12.923,0.0015174906197341243,1.0,0.29509869295513697,0.6,0.08819686361351514,0.4,0.15180120867398048,0.6666666666666666,3
